Date,Open,High,Low,Close,Volume
2018-03-29,9921.58,9960.46,9884.46,9931.05,337729177
2018-03-30,10002.68,10014.23,9825.55,9897.89,179337613
2018-04-02,9894.89,9917.42,9640.77,9737.15,326211204
2018-04-03,9748.58,9775.74,9623.36,9674.97,327629187
2018-04-04,9692.28,9724.55,9576.08,9637.31,228408401
2018-04-05,9645.1,9673.1,9488.45,9554.8,232445841
2018-04-06,9620.48,9629.05,9523.01,9563.35,244943717
2018-04-09,9610.43,9722.64,9548.7,9678.5,344820106
2018-04-10,9721.55,9836.82,9616.97,9663.94,251048657
2018-04-11,9659.43,9727.22,9638.28,9703.73,242409200
2018-04-12,9677.35,9715.3,9595.46,9643.24,336975653
2018-04-13,9583.53,9676.44,9537.51,9639.27,238738757
2018-04-16,9690.82,9756.37,9482.35,9517.97,323402673
2018-04-17,9511.89,9604.23,9474.71,9580.18,245420067
2018-04-18,9574.52,9721.38,9562.43,9658.58,293530640
2018-04-19,9702.34,9778.24,9665.18,9752.67,175071039
2018-04-20,9743.17,9932.19,9731.68,9852.44,256372933
2018-04-23,9826.89,9883.11,9780.83,9794.18,314304333
2018-04-24,9802.15,9884.8,9794.56,9824.82,233657944
2018-04-25,9852.13,9856.57,9774.67,9813.94,209847738
2018-04-26,9843.02,9895.18,9754.39,9761.9,187744940
2018-04-27,9714.62,9857.8,9650.17,9787.66,261516004
2018-04-30,9789.82,10001.93,9690.74,9908.98,309758083
2018-05-01,9941.68,10010.68,9831.24,9914.44,265642606
2018-05-02,9942.98,10162.23,9873.07,10104.59,315247905
2018-05-03,10045.14,10072.66,10017.1,10027.76,330999537
2018-05-04,9979.18,9997.92,9904.05,9910.5,270877591
2018-05-07,9962.73,9982.75,9879.52,9906.32,218266954
2018-05-08,9862.52,9928.25,9854.33,9917.24,223054553
2018-05-09,9946.0,10006.91,9856.07,9902.03,269526638
2018-05-10,9920.57,10042.28,9886.85,9975.82,186240048
2018-05-11,9934.09,10003.63,9819.89,9851.78,248525115
2018-05-14,9894.92,9922.22,9851.4,9881.19,308979050
2018-05-15,9878.05,9928.84,9706.35,9725.84,324353391
2018-05-16,9764.66,9877.88,9716.05,9837.56,280569203
2018-05-17,9842.66,9911.53,9690.97,9733.12,233822670
2018-05-18,9716.05,9763.56,9650.65,9741.7,197334864
2018-05-21,9735.14,9866.74,9715.9,9822.42,179742858
2018-05-22,9809.18,9926.51,9768.98,9889.58,241343176
2018-05-23,9897.98,9973.11,9845.13,9896.65,306601719
2018-05-24,9911.52,9941.05,9761.22,9815.37,269398333
2018-05-25,9851.81,9900.91,9805.22,9824.17,289057064
2018-05-28,9826.73,9849.36,9656.62,9707.0,201666910
2018-05-29,9747.54,9827.09,9693.86,9723.65,297406369
2018-05-30,9726.15,9757.12,9690.97,9701.72,195043252
2018-05-31,9744.06,9763.63,9563.84,9617.05,229592517
2018-06-01,9574.32,9646.75,9562.63,9629.56,188299383
2018-06-04,9609.83,9719.22,9521.1,9708.78,323801316
2018-06-05,9692.85,9834.55,9592.81,9794.38,235760658
2018-06-06,9760.44,9841.56,9738.33,9780.37,323675734
2018-06-07,9788.48,9824.93,9688.95,9778.27,320023779
2018-06-08,9767.18,9785.77,9709.17,9750.21,222264419
2018-06-11,9767.54,9782.01,9519.8,9537.05,705859175
2018-06-12,9528.45,9650.21,9474.8,9546.9,329285457
2018-06-13,9548.54,9628.03,9491.41,9517.56,180022499
2018-06-14,9531.86,9564.7,9408.68,9467.99,234559297
2018-06-15,9510.98,9626.19,9463.61,9608.75,340910951
2018-06-18,9661.42,9733.13,9620.71,9621.12,295856634
2018-06-19,9593.91,9653.36,9542.35,9631.85,213779370
2018-06-20,9620.07,9645.06,9578.25,9597.82,267911337
2018-06-21,9541.11,9622.57,9515.04,9553.4,222410374
2018-06-22,9553.23,9727.88,9499.74,9664.85,268776193
2018-06-25,9666.75,9734.44,9611.2,9704.49,301802375
2018-06-26,9751.32,9841.87,9705.12,9798.13,208970576
2018-06-27,9801.61,9903.99,9716.1,9836.44,223004482
2018-06-28,9885.74,9928.94,9802.13,9846.39,326980709
2018-06-29,9766.55,9858.47,9747.11,9806.02,252082039
2018-07-02,9811.13,9868.67,9684.77,9764.71,318870237
2018-07-03,9752.28,9807.62,9689.31,9731.3,201109577
2018-07-04,9700.72,9751.22,9637.54,9712.2,308777602
2018-07-05,9658.25,9728.11,9604.31,9711.47,253840031
2018-07-06,9639.35,9881.16,9565.22,9811.54,283679781
2018-07-09,9761.8,9826.24,9693.76,9807.91,211929409
2018-07-10,9795.67,9830.1,9736.03,9790.33,175468251
2018-07-11,9740.28,9881.55,9696.66,9820.35,298717270
2018-07-12,9807.77,9897.92,9784.16,9879.72,312869904
2018-07-13,9838.62,9856.85,9627.94,9704.48,270298416
2018-07-16,9653.57,9672.64,9600.05,9670.23,204036488
2018-07-17,9647.46,9740.66,9616.54,9643.11,196761890
2018-07-18,9620.62,9627.23,9535.66,9615.54,261414163
2018-07-19,9625.14,9677.02,9557.72,9582.55,218814382
2018-07-20,9664.85,9752.94,9545.81,9613.28,341387598
2018-07-23,9670.72,9718.22,9475.93,9522.54,307347045
2018-07-24,9468.18,9601.97,9404.79,9546.58,277432684
2018-07-25,9517.15,9544.45,9447.35,9521.74,233328968
2018-07-26,9485.56,9565.21,9458.95,9563.35,225438114
2018-07-27,9629.35,9704.42,9611.38,9674.01,230040502
2018-07-30,9628.44,9763.88,9608.88,9646.92,347920862
2018-07-31,9620.46,9721.79,9587.99,9703.73,238311387
2018-08-01,9705.93,9740.02,9656.03,9732.24,271113436
2018-08-02,9769.8,9804.5,9633.81,9677.47,345300692
2018-08-03,9655.29,9689.96,9570.67,9638.78,271643996
2018-08-06,9738.96,9837.88,9650.37,9726.72,195556576
2018-08-07,9749.28,9768.01,9638.65,9679.83,222849356
2018-08-08,9734.89,9756.37,9535.49,9584.85,242127552
2018-08-09,9625.13,9721.06,9534.53,9688.94,223343295
2018-08-10,9698.92,9717.99,9497.58,9576.79,318596157
2018-08-13,9570.19,9641.47,9496.36,9538.93,260687060
2018-08-14,9567.17,9642.23,9357.66,9384.51,270100261
2018-08-15,9352.72,9523.49,9288.86,9469.22,275064587
2018-08-16,9475.97,9683.04,9382.29,9585.66,298414879
2018-08-17,9599.92,9644.88,9579.43,9623.19,346643174
2018-08-20,9612.62,9660.32,9484.9,9494.33,327197554
2018-08-21,9523.12,9548.78,9477.48,9493.9,301427669
2018-08-22,9447.14,9550.18,9381.63,9480.54,344610635
2018-08-23,9449.77,9641.7,9434.97,9556.52,324159733
2018-08-24,9580.22,9605.98,9400.48,9429.3,307895316
2018-08-27,9436.39,9589.26,9351.89,9547.09,336162592
2018-08-28,9610.38,9657.59,9559.99,9595.98,285905870
2018-08-29,9624.92,9650.57,9585.45,9612.02,183048419
2018-08-30,9621.18,9645.78,9411.24,9447.25,267954105
2018-08-31,9385.89,9507.35,9332.93,9480.25,327396929
2018-09-03,9459.7,9543.04,9398.61,9509.95,255701234
2018-09-04,9509.23,9578.51,9388.81,9487.59,332711649
2018-09-05,9477.82,9529.7,9454.83,9497.23,277825048
2018-09-06,9471.57,9549.46,9423.98,9524.85,209862974
2018-09-07,9492.07,9752.78,9440.62,9682.25,275592087
2018-09-10,9714.61,9837.79,9623.04,9789.97,223034066
2018-09-11,9735.42,9804.83,9686.86,9773.92,281121136
2018-09-12,9689.27,9798.41,9652.33,9748.37,281236374
2018-09-13,9715.11,9977.0,9698.03,9893.73,301162465
2018-09-14,9852.92,9854.69,9802.29,9807.27,288109606
2018-09-17,9791.96,9869.54,9670.93,9677.95,190773340
2018-09-18,9659.99,9754.01,9559.67,9614.66,269396357
2018-09-19,9661.22,9703.15,9559.31,9654.28,219969764
2018-09-20,9674.31,9692.8,9510.63,9575.05,234275169
2018-09-21,9648.72,9744.14,9355.29,9449.36,325524604
2018-09-24,9432.31,9643.57,9333.24,9612.06,239010633
2018-09-25,9613.69,9656.94,9565.51,9582.59,292744966
2018-09-26,9558.77,9577.06,9481.03,9562.84,193960567
2018-09-27,9563.71,9616.97,9316.2,9390.17,335169784
2018-09-28,9392.6,9449.15,9248.73,9322.78,227883280
2018-10-01,9305.62,9359.68,9100.28,9168.23,261209308
2018-10-02,9231.0,9309.61,9081.45,9147.04,292335088
2018-10-03,9143.23,9232.85,9136.93,9212.2,202041507
2018-10-04,9241.73,9276.08,8939.88,8991.11,621271463
2018-10-05,9039.4,9108.54,8785.03,8834.41,252592040
2018-10-08,8813.16,9054.04,8744.34,8975.92,270281525
2018-10-09,8971.23,9079.06,8915.47,9047.94,196377950
2018-10-10,9015.41,9122.74,9003.3,9097.63,279500542
2018-10-11,9106.19,9279.82,9045.67,9233.07,273801145
2018-10-12,9259.34,9407.05,9193.7,9355.07,327196699
2018-10-15,9373.69,9422.08,9288.86,9334.3,325221072
2018-10-16,9349.85,9407.27,9285.65,9360.54,290685087
2018-10-17,9361.59,9426.64,9334.8,9374.62,231660005
2018-10-18,9385.55,9432.2,9372.99,9387.06,305491423
2018-10-19,9396.75,9429.71,9205.46,9250.6,263171770
2018-10-22,9246.9,9331.07,9238.6,9273.12,266253962
2018-10-23,9298.05,9372.29,9020.34,9077.32,590566039
2018-10-24,9038.52,9097.0,8999.01,9042.85,189138333
2018-10-25,9034.46,9073.57,8938.4,9021.36,270962375
2018-10-26,9125.25,9140.94,8870.14,8909.08,280949688
2018-10-29,8941.43,9073.96,8927.7,9005.34,309568477
2018-10-30,8980.69,9022.63,8929.88,8996.19,234313033
2018-10-31,9006.94,9074.89,8860.33,8920.81,291393876
2018-11-01,8935.4,8988.65,8850.87,8890.7,320560080
2018-11-02,8899.56,8960.87,8895.38,8919.71,272364878
2018-11-05,8896.03,8933.72,8780.94,8837.0,236879663
2018-11-06,8786.26,8858.55,8761.36,8774.22,344469759
2018-11-07,8754.95,8782.58,8683.79,8718.88,289928853
2018-11-08,8735.35,8793.11,8702.42,8725.35,308455985
2018-11-09,8696.92,8779.33,8591.07,8605.86,318224700
2018-11-12,8573.53,8674.22,8475.06,8527.36,320155638
2018-11-13,8548.74,8584.92,8501.64,8523.24,234469314
2018-11-14,8525.88,8689.61,8493.18,8670.33,199828064
2018-11-15,8663.9,8706.76,8633.61,8658.83,248470686
2018-11-16,8686.84,8722.0,8620.43,8621.41,274328872
2018-11-19,8627.18,8706.0,8553.92,8643.02,292944524
2018-11-20,8693.45,8708.74,8583.24,8628.9,222804197
2018-11-21,8611.94,8654.94,8559.78,8630.9,293735094
2018-11-22,8635.19,8702.42,8473.51,8523.34,279881867
2018-11-23,8524.74,8631.88,8468.23,8585.58,219715913
2018-11-26,8589.35,8631.96,8555.31,8582.22,241536303
2018-11-27,8543.48,8624.54,8540.97,8558.49,187613211
2018-11-28,8550.81,8673.69,8501.13,8573.25,325869252
2018-11-29,8552.74,8588.52,8472.84,8489.66,195155340
2018-11-30,8493.59,8608.11,8484.59,8554.06,320604534
2018-12-03,8546.96,8636.05,8519.98,8582.38,278052475
2018-12-04,8577.22,8611.17,8446.79,8510.96,233287008
2018-12-05,8546.38,8620.4,8483.48,8554.51,333536478
2018-12-06,8599.27,8661.34,8486.96,8486.98,216347048
2018-12-07,8504.88,8525.02,8488.2,8516.98,289714076
2018-12-10,8569.6,8573.31,8525.14,8573.1,307978501
2018-12-11,8597.68,8606.8,8389.13,8417.07,284291311
2018-12-12,8381.45,8532.29,8331.25,8484.29,252386411
2018-12-13,8510.0,8580.69,8413.75,8466.53,229321373
2018-12-14,8469.98,8517.17,8410.7,8444.1,326243755
2018-12-17,8407.28,8520.26,8366.01,8506.14,272005364
2018-12-18,8436.26,8548.85,8379.01,8547.18,289071554
2018-12-19,8582.17,8630.06,8462.41,8512.39,193112828
2018-12-20,8493.89,8603.03,8480.75,8566.97,205197809
2018-12-21,8603.74,8617.55,8514.69,8569.15,202780586
2018-12-24,8589.18,8612.28,8473.55,8528.81,279630025
2018-12-25,8481.04,8608.71,8433.66,8555.46,293716385
2018-12-26,8609.09,8620.89,8528.01,8531.73,327823940
2018-12-27,8570.8,8628.12,8424.14,8484.9,344346888
2018-12-28,8452.81,8470.37,8444.16,8463.18,229176830
2018-12-31,8505.12,8561.46,8365.96,8373.32,320067820
2019-01-01,8322.51,8373.09,8286.65,8366.93,249096114
2019-01-02,8391.17,8440.15,8267.24,8324.57,340841946
2019-01-03,8326.62,8374.46,8226.37,8275.31,322774968
2019-01-04,8309.04,8442.23,8306.08,8373.81,181605811
2019-01-07,8422.64,8480.68,8252.8,8312.15,203393262
2019-01-08,8262.35,8420.15,8234.57,8372.81,251592845
2019-01-09,8399.53,8443.06,8215.26,8283.53,224862388
2019-01-10,8247.36,8304.68,8210.47,8284.16,316509177
2019-01-11,8296.33,8297.09,8069.78,8154.34,347276963
2019-01-14,8160.67,8179.24,8040.39,8101.01,344096926
2019-01-15,8047.83,8205.72,7992.89,8152.99,287206331
2019-01-16,8123.5,8295.6,8053.77,8216.41,323954058
2019-01-17,8270.84,8304.18,8098.15,8191.93,200786014
2019-01-18,8222.28,8267.08,7971.55,8037.74,236177388
2019-01-21,8039.52,8084.15,7999.43,8061.57,349041936
2019-01-22,8067.03,8149.17,8030.71,8051.53,288743119
2019-01-23,8034.59,8092.51,7949.98,8062.65,296812598
2019-01-24,8101.26,8171.42,8059.8,8133.13,188864509
2019-01-25,8194.84,8198.01,8100.97,8129.76,267360013
2019-01-28,8147.0,8213.36,8098.84,8174.91,248469470
2019-01-29,8140.14,8279.27,8064.9,8197.34,279429332
2019-01-30,8201.41,8324.38,8146.18,8282.27,250116806
2019-01-31,8266.04,8275.62,8185.01,8244.52,189982442
2019-02-01,8242.56,8284.15,8206.02,8271.92,347958009
2019-02-04,8260.93,8267.59,8159.9,8207.47,346681898
2019-02-05,8213.41,8259.88,8189.66,8208.71,303264678
2019-02-06,8168.01,8206.61,8108.43,8127.24,182758745
2019-02-07,8110.25,8169.22,7930.23,8007.48,256309007
2019-02-08,7964.85,8019.92,7932.96,7976.78,310833319
2019-02-11,7983.77,8038.65,7880.03,7923.96,182333539
2019-02-12,7908.45,8069.73,7870.5,7999.76,219329908
2019-02-13,7978.93,8016.35,7906.19,8002.38,326514698
2019-02-14,8016.75,8022.72,7909.8,7986.82,305078848
2019-02-15,7967.41,8109.56,7931.84,8041.49,262066593
2019-02-18,8023.67,8169.73,8020.31,8116.75,188812226
2019-02-19,8080.53,8100.29,7981.73,8015.84,189012059
2019-02-20,7992.59,8012.34,7961.87,7986.62,295708841
2019-02-21,7994.17,8049.33,7952.87,7976.49,349676354
2019-02-22,8064.69,8113.35,7912.39,7949.11,286564694
2019-02-25,7992.37,8006.69,7858.23,7871.58,199986406
2019-02-26,7837.24,7884.65,7741.62,7782.42,311240190
2019-02-27,7805.2,7815.03,7715.22,7740.95,293835859
2019-02-28,7731.51,7844.63,7722.97,7803.11,267655479
2019-03-01,7830.12,7868.79,7678.0,7728.02,303743100
2019-03-04,7728.2,7749.94,7633.45,7665.0,220550709
2019-03-05,7699.04,7725.29,7375.03,7460.97,621920068
2019-03-06,7501.66,7560.72,7449.51,7552.18,252894458
2019-03-07,7576.15,7686.57,7554.55,7637.03,235799426
2019-03-08,7652.18,7787.18,7642.12,7713.56,299566593
2019-03-11,7694.18,7846.01,7682.03,7799.44,196238429
2019-03-12,7815.7,7856.12,7778.59,7812.42,271953751
2019-03-13,7853.79,7862.2,7704.49,7732.98,190087709
2019-03-14,7846.86,7879.62,7629.71,7640.45,309603796
2019-03-15,7629.73,7724.55,7597.15,7653.85,253745536
2019-03-18,7628.38,7697.38,7617.88,7630.53,286963937
2019-03-19,7702.84,7710.64,7643.28,7702.66,184697248
2019-03-20,7715.15,7780.69,7658.9,7731.58,299133123
2019-03-21,7792.15,7865.41,7633.95,7644.97,218855929
2019-03-22,7615.94,7667.57,7541.1,7592.76,268358655
2019-03-25,7592.46,7642.48,7522.65,7555.72,290278252
2019-03-26,7515.22,7595.59,7501.86,7541.87,319416346
2019-03-27,7543.51,7582.41,7528.79,7563.35,288947746
2019-03-28,7532.12,7593.4,7514.7,7572.67,284753701
2019-03-29,7646.21,7649.16,7493.06,7535.11,294873397
2019-04-01,7546.33,7606.59,7483.47,7530.05,259743947
2019-04-02,7569.49,7593.45,7486.11,7557.24,303484957
2019-04-03,7494.1,7725.04,7439.53,7671.6,273288962
2019-04-04,7702.81,7739.13,7587.64,7643.06,191942039
2019-04-05,7672.2,7697.41,7602.61,7629.3,326428812
2019-04-08,7652.22,7683.32,7623.24,7662.59,308546240
2019-04-09,7663.0,7681.38,7548.44,7586.52,179055852
2019-04-10,7574.37,7714.81,7539.39,7660.85,236756640
2019-04-11,7672.04,7799.08,7656.15,7735.41,257352699
2019-04-12,7721.71,7726.52,7555.62,7613.57,302313911
2019-04-15,7584.61,7635.25,7529.12,7621.25,209064677
2019-04-16,7617.34,7618.1,7562.69,7599.65,223951118
2019-04-17,7596.51,7783.9,7515.39,7699.33,243933149
2019-04-18,7672.41,7792.79,7648.35,7718.19,209835129
2019-04-19,7716.11,7766.27,7601.63,7643.34,233282123
2019-04-22,7648.89,7665.28,7553.93,7574.87,232394023
2019-04-23,7563.1,7637.91,7512.63,7548.19,227366009
2019-04-24,7596.72,7599.6,7458.08,7488.4,227463348
2019-04-25,7462.1,7523.89,7443.74,7515.35,277147874
2019-04-26,7469.09,7583.27,7436.22,7547.53,258053287
2019-04-29,7536.69,7702.95,7528.15,7659.71,301245019
2019-04-30,7650.33,7666.54,7612.57,7627.65,322204246
2019-05-01,7664.56,7782.22,7615.06,7688.75,194231716
2019-05-02,7691.92,7806.84,7624.2,7747.44,246816046
2019-05-03,7678.56,7838.35,7666.96,7772.96,185899225
2019-05-06,7789.12,7827.8,7719.37,7804.45,266958501
2019-05-07,7822.17,7879.35,7763.11,7790.84,237000223
2019-05-08,7741.53,7824.45,7730.71,7807.78,281763401
2019-05-09,7829.75,7853.23,7794.71,7827.87,345259359
2019-05-10,7852.58,7901.36,7739.64,7814.03,230482130
2019-05-13,7873.26,7917.1,7705.56,7726.41,196327968
2019-05-14,7699.36,7781.14,7666.16,7700.3,342056551
2019-05-15,7676.27,7751.03,7602.03,7721.01,235613614
2019-05-16,7729.44,7752.48,7635.82,7676.23,269251136
2019-05-17,7656.87,7830.48,7593.53,7770.65,277695337
2019-05-20,7816.88,7823.13,7745.33,7777.77,184185943
2019-05-21,7803.4,7873.81,7628.52,7690.35,175906753
2019-05-22,7668.33,7674.74,7482.96,7549.95,328719933
2019-05-23,7552.79,7609.67,7477.09,7510.19,288032135
2019-05-24,7503.07,7548.65,7477.96,7535.97,301545593
2019-05-27,7510.14,7729.12,7429.38,7669.19,205763023
2019-05-28,7618.35,7884.53,7562.37,7867.21,777813060
2019-05-29,7850.29,8060.43,7812.49,8018.0,274393327
2019-05-30,8075.15,8197.34,7962.31,8172.36,270077584
2019-05-31,8175.31,8231.38,7992.39,8010.7,208741994
2019-06-03,8023.11,8066.15,7978.14,8043.93,207584837
2019-06-04,7987.22,8039.4,7963.8,8036.16,205711609
2019-06-05,7982.31,8182.94,7967.64,8128.65,190179109
2019-06-06,8110.48,8164.68,8052.34,8109.51,218408239
2019-06-07,8133.23,8175.2,8088.61,8108.42,227840521
2019-06-10,8103.57,8128.23,8093.76,8108.95,185871758
2019-06-11,8127.73,8171.53,8070.77,8154.71,331645714
2019-06-12,8127.75,8220.69,8050.48,8139.76,226631580
2019-06-13,8124.66,8174.55,8054.48,8105.44,305853596
2019-06-14,8084.72,8099.01,8019.51,8051.47,269065595
2019-06-17,8032.08,8072.87,7948.54,8029.06,327798635
2019-06-18,8046.26,8133.67,8015.16,8096.0,273729526
2019-06-19,8111.43,8187.39,8071.64,8178.48,201224166
2019-06-20,8213.45,8266.49,8089.19,8140.94,277050843
2019-06-21,8161.99,8263.52,8146.18,8212.7,264818372
2019-06-24,8215.74,8218.11,8140.24,8191.64,301574013
2019-06-25,8228.33,8267.95,8083.43,8092.0,182925715
2019-06-26,8101.73,8198.71,8041.9,8080.21,187078350
2019-06-27,8076.89,8103.89,8013.87,8098.35,309019844
2019-06-28,8092.02,8225.64,8013.93,8198.79,241933933
2019-07-01,8146.59,8319.25,8078.49,8304.53,290813694
2019-07-02,8292.71,8324.84,8153.23,8206.88,269020235
2019-07-03,8197.33,8238.17,8055.75,8098.24,178978682
2019-07-04,8144.48,8156.16,8037.41,8069.54,319088076
2019-07-05,8099.29,8130.51,7976.02,8072.66,301879190
2019-07-08,8117.29,8184.91,7898.93,7903.13,759314817
2019-07-09,7924.5,8002.36,7879.67,7960.97,279612356
2019-07-10,7958.06,8006.23,7919.63,7973.59,216009373
2019-07-11,7986.6,8072.5,7841.22,7907.09,225621103
2019-07-12,7927.7,7941.22,7901.5,7936.9,292693082
2019-07-15,7925.34,8080.22,7863.26,8021.69,213682479
2019-07-16,8018.14,8150.95,7930.2,8102.24,334526091
2019-07-17,8078.2,8100.34,8034.77,8059.2,339777621
2019-07-18,8032.36,8069.21,8002.54,8066.28,201113081
2019-07-19,8027.7,8202.22,8021.55,8132.91,227628873
2019-07-22,8117.4,8159.09,8049.56,8157.13,344362582
2019-07-23,8140.75,8176.71,8072.26,8113.56,288173524
2019-07-24,8169.1,8187.63,8088.28,8161.96,208334283
2019-07-25,8156.31,8302.82,8155.23,8225.01,207928576
2019-07-26,8228.89,8230.5,8126.51,8141.19,327157924
2019-07-29,8100.51,8208.04,8002.93,8114.51,343363572
2019-07-30,8209.16,8314.41,8109.38,8132.01,280770268
2019-07-31,8152.38,8245.12,8139.96,8140.69,241615805
2019-08-01,8110.65,8146.36,8065.7,8104.11,262023526
2019-08-02,8178.57,8269.56,8173.36,8188.38,335007837
2019-08-05,8165.09,8275.12,8140.11,8215.55,200536474
2019-08-06,8210.36,8308.68,8179.9,8198.42,201671996
2019-08-07,8183.0,8244.82,8110.39,8165.63,289556394
2019-08-08,8155.6,8178.89,8028.71,8096.72,287296529
2019-08-09,8077.1,8117.64,7893.28,7937.01,301054867
2019-08-12,7866.39,7942.82,7859.66,7899.45,185278109
2019-08-13,7959.27,8008.3,7803.76,7876.18,308759297
2019-08-14,7824.55,7907.41,7781.04,7844.52,176599755
2019-08-15,7814.21,7989.16,7800.56,7950.24,282890888
2019-08-16,7913.66,7955.96,7815.16,7884.51,177073919
2019-08-19,7859.66,7925.87,7815.86,7889.91,317302513
2019-08-20,7863.64,7891.37,7814.69,7890.0,191854930
2019-08-21,7902.23,7954.02,7871.27,7874.71,221781828
2019-08-22,7850.44,7909.23,7836.42,7856.21,348290780
2019-08-23,7863.42,7981.15,7803.96,7906.03,325188352
2019-08-26,7906.87,7935.63,7810.42,7827.94,184820114
2019-08-27,7847.11,7928.21,7832.91,7887.91,312265854
2019-08-28,7830.84,7910.51,7767.43,7889.86,182446557
2019-08-29,7905.11,8024.34,7844.85,7938.12,183148344
2019-08-30,8002.74,8066.49,7826.2,7890.23,180757811
2019-09-02,7914.96,7945.32,7771.53,7841.11,306644532
2019-09-03,7833.77,7849.88,7770.36,7821.84,217082634
2019-09-04,7837.6,7861.33,7781.57,7842.25,307231621
2019-09-05,7902.02,7994.97,7773.45,7808.03,345506582
2019-09-06,7839.62,7886.52,7683.0,7732.86,309575989
2019-09-09,7762.72,7794.65,7644.82,7684.07,222832230
2019-09-10,7719.73,7756.84,7665.82,7670.39,250573390
2019-09-11,7651.1,7802.59,7584.25,7794.7,314659655
2019-09-12,7791.74,7873.73,7731.51,7843.99,285932654
2019-09-13,7842.21,7951.7,7800.64,7932.76,228946804
2019-09-16,7916.73,7993.36,7866.71,7939.11,253547643
2019-09-17,7908.49,8004.95,7846.57,7973.34,191286245
2019-09-18,7950.29,8013.48,7925.31,7985.81,242864922
2019-09-19,8045.03,8111.44,7929.87,8025.12,275093075
2019-09-20,7975.31,8504.71,7911.34,8450.45,498594020
